es_id	usergroupid	unionid	openid	data_date
ACTION_U_01_001_007_oS6w50jUAncPj9MiURzBBPpRmp7A_oz07c4kGbHJs8sNzRbMVVQKzb4yc	ACTION_U_01_001_007	oS6w50jUAncPj9MiURzBBPpRmp7A	oz07c4kGbHJs8sNzRbMVVQKzb4yc	2020-11-05
ACTION_U_01_001_007_oS6w50o00zMd-ZzCgqt5_E4aohTk_opunx1CAGJ81bTxQuoptqy8tuw3c	ACTION_U_01_001_007	oS6w50o00zMd-ZzCgqt5_E4aohTk	opunx1CAGJ81bTxQuoptqy8tuw3c	2020-11-05
ACTION_U_01_001_007_oS6w50uh4Dh4gsAgGMOwMtQILWJY_oz07c4nEQs59BJjN-Ix6nFEsW8qc	ACTION_U_01_001_007	oS6w50uh4Dh4gsAgGMOwMtQILWJY	oz07c4nEQs59BJjN-Ix6nFEsW8qc	2020-11-05
NULL	ACTION_U_01_002_003	NULL	ooLHq0-Vjf39D21hN7H6DOqBHsMs	2020-11-05
ACTION_U_01_002_003_oS6w50hodMHHcYKAqwRdObkjcxpU_oz07c4kp0hNUI1GK0IbDOlVeAUf8	ACTION_U_01_002_003	oS6w50hodMHHcYKAqwRdObkjcxpU	oz07c4kp0hNUI1GK0IbDOlVeAUf8	2020-11-05
NULL	ACTION_U_01_002_004	NULL	oS6w50qcsFr5B7svorG23HVdZzTY	2020-11-05
NULL	ACTION_U_01_002_004	NULL	ooLHq0-9LNJD_pGSPtiu2Ky2dwiQ	2020-11-05
ACTION_U_01_002_004_oS6w50jFY1fqOPZcJKspxCJK9_hg_oz07c4vVUvRz2lCPjD9THrnJyQWM	ACTION_U_01_002_004	oS6w50jFY1fqOPZcJKspxCJK9_hg	oz07c4vVUvRz2lCPjD9THrnJyQWM	2020-11-05
ACTION_U_01_002_004_oS6w50ngAsR8lsoOfp7PFIY1LtAU_oz07c4oIXTaOjKanp1Eka38tcYCU	ACTION_U_01_002_004	oS6w50ngAsR8lsoOfp7PFIY1LtAU	oz07c4oIXTaOjKanp1Eka38tcYCU	2020-11-05
NULL	ACTION_U_01_002_005	NULL	oS6w50iQkKlcz5e0IEQkDsurEiE8	2020-11-05
NULL	ACTION_U_01_002_006	NULL	44444444440	2020-11-05
NULL	ACTION_U_01_002_006	NULL	oS6w50jxbnyZf-giSj24iqNzWMSI	2020-11-05
NULL	ACTION_U_01_002_006	NULL	oS6w50n0tz95_gceA3V0uY_zQTB0	2020-11-05
NULL	ACTION_U_01_002_006	NULL	oS6w50qbO1gKrr8KRPQChCREe1uo	2020-11-05
NULL	ACTION_U_01_002_006	NULL	ooLHq0-66OrzIBvnl0JRtmx4aHNw	2020-11-05
NULL	ACTION_U_01_002_006	NULL	ooLHq0-u_eVv1zq-b3Gs_hDecNQQ	2020-11-05
NULL	ACTION_U_01_002_006	NULL	ooLHq03-XZWfx0V_oTwd08m65zdw	2020-11-05
NULL	ACTION_U_01_002_006	NULL	ooLHq040vqyNRGRI7V_jhyk2tl8E	2020-11-05
NULL	ACTION_U_01_002_006	NULL	ooLHq04VM-TajamM8dTCUXjC-Gbk	2020-11-05
NULL	ACTION_U_01_002_006	NULL	ooLHq08n4yDclkHFzRIUKbTOFY7w	2020-11-05
NULL	ACTION_U_01_002_006	NULL	ooLHq09ROGH6WBfR6RjUC37bJ2kM	2020-11-05
NULL	ACTION_U_01_002_006	NULL	ooLHq09yXQ37vhMd77t8zF3aJn84	2020-11-05
NULL	ACTION_U_01_002_006	NULL	ooLHq0w3w89n9bC0LFZBULBupBhU	2020-11-05
NULL	ACTION_U_01_002_006	NULL	ooLHq0w_Wk7Pz8j6BJCkFkPEaooQ	2020-11-05
NULL	ACTION_U_01_002_006	NULL	ooLHq0xQicIPvYRRF2-uwxP1BW1Y	2020-11-05
NULL	ACTION_U_01_002_006	NULL	ooLHq0xYlBICTAPVl9Lss9pbuigo	2020-11-05
NULL	ACTION_U_01_002_006	NULL	ooLHq0yNVNS-wyQQVl5zIaZ_1NLM	2020-11-05
NULL	ACTION_U_01_002_006	NULL	ooLHq0yamD9Kcr-ydPpPOfHoeKG8	2020-11-05
NULL	ACTION_U_01_002_006	NULL	ooLHq0znNFY5dHmvrSUNFIH6jUB8	2020-11-05
NULL	ACTION_U_01_002_007	NULL	ooLHq0-Zj9Wrq41WaMGhZgtXoHvY	2020-11-05
NULL	ACTION_U_01_002_007	NULL	ooLHq002eZU6dJ5azlnjVAWnfJpI	2020-11-05
NULL	ACTION_U_01_002_007	NULL	ooLHq01LJdyc7zEtj0SD_x_ErA84	2020-11-05
NULL	ACTION_U_01_002_007	NULL	ooLHq01jdZQ0gD_lDV9Fg0Ho8mOs	2020-11-05
NULL	ACTION_U_01_002_007	NULL	ooLHq0333dxrGbEwWVlmRgBbChck	2020-11-05
NULL	ACTION_U_01_002_007	NULL	ooLHq04SBLNjCAw3ryEAV_B-uoKA	2020-11-05
NULL	ACTION_U_01_002_007	NULL	ooLHq05qV5EBpa_TELBcRyy59v3E	2020-11-05
NULL	ACTION_U_01_002_007	NULL	ooLHq05vINdoiMvUHCY2FND2xI8g	2020-11-05
NULL	ACTION_U_01_002_007	NULL	ooLHq068O8eQvwP_-1I8ddrJxHvM	2020-11-05
NULL	ACTION_U_01_002_007	NULL	ooLHq06NW8-7-8BSGOpr_4yydVvk	2020-11-05
NULL	ACTION_U_01_002_007	NULL	ooLHq077jm7ZA989o44_owKawpFs	2020-11-05
NULL	ACTION_U_01_002_007	NULL	ooLHq07Ol3jKWWvHnVsuWeLTOmDE	2020-11-05
NULL	ACTION_U_01_002_007	NULL	ooLHq0811RBi8aJzCKKA7IUqqsbk	2020-11-05
NULL	ACTION_U_01_002_007	NULL	ooLHq0_kYyft2CHqwOzyKG9V7Jp0	2020-11-05
NULL	ACTION_U_01_002_007	NULL	ooLHq0x2OUouF6Lsp2QgG92herno	2020-11-05
NULL	ACTION_U_01_002_007	NULL	ooLHq0xJ521g4WMC28LjVaA0gPZs	2020-11-05
ACTION_U_01_002_007_oS6w50jxbnyZf-giSj24iqNzWMSI_oAw_60sT5EmmV_XLT5t8yWuBzTd8	ACTION_U_01_002_007	oS6w50jxbnyZf-giSj24iqNzWMSI	oAw_60sT5EmmV_XLT5t8yWuBzTd8	2020-11-05
NULL	ACTION_U_02_001_007	NULL	oAw_60iOI3Yg0hYIHUlJDXdKeKxE	2020-11-05
NULL	ACTION_U_02_001_007	NULL	oAw_60oqwx1ch-gPS8gvhgDHc5vM	2020-11-05
NULL	ACTION_U_02_001_007	NULL	oAw_60p466ZMDTWzK5_OJaq4nv7M	2020-11-05
NULL	ACTION_U_02_001_007	NULL	oAw_60tNWnqin4d_N_gD5M4GtAIg	2020-11-05
NULL	ACTION_U_02_001_007	oS6w50hflqHspjzarqLNExzNDyUw	NULL	2020-11-05
ACTION_U_02_001_007_oS6w50k6F0x7AJpohvkfK0GAz5og_oz07c4vEegI4xQQTNhiI_sDYeShI	ACTION_U_02_001_007	oS6w50k6F0x7AJpohvkfK0GAz5og	oz07c4vEegI4xQQTNhiI_sDYeShI	2020-11-05
ACTION_U_02_001_007_oS6w50lo77KNWcSgNEGoLPu8_puI_oAw_60qJzyxYXzYnEkhDZQbrt4mc	ACTION_U_02_001_007	oS6w50lo77KNWcSgNEGoLPu8_puI	oAw_60qJzyxYXzYnEkhDZQbrt4mc	2020-11-05
ACTION_U_02_001_007_oS6w50nZ2hWq-nVVbhIEcfNdHIs8_oAw_60p3gK2MHETloqy1R0gYGZyQ	ACTION_U_02_001_007	oS6w50nZ2hWq-nVVbhIEcfNdHIs8	oAw_60p3gK2MHETloqy1R0gYGZyQ	2020-11-05
ACTION_U_02_001_007_oS6w50o00zMd-ZzCgqt5_E4aohTk_opunx1CAGJ81bTxQuoptqy8tuw3c	ACTION_U_02_001_007	oS6w50o00zMd-ZzCgqt5_E4aohTk	opunx1CAGJ81bTxQuoptqy8tuw3c	2020-11-05
ACTION_U_02_001_007_oS6w50u0_7swKup3eDWd4ViXtX4U_oAw_60kztYd9tI2qh6T_sSyNkjLk	ACTION_U_02_001_007	oS6w50u0_7swKup3eDWd4ViXtX4U	oAw_60kztYd9tI2qh6T_sSyNkjLk	2020-11-05
ACTION_U_02_001_007_oS6w50uh4Dh4gsAgGMOwMtQILWJY_oz07c4nEQs59BJjN-Ix6nFEsW8qc	ACTION_U_02_001_007	oS6w50uh4Dh4gsAgGMOwMtQILWJY	oz07c4nEQs59BJjN-Ix6nFEsW8qc	2020-11-05
NULL	ACTION_U_02_002_004	NULL	oS6w50hodMHHcYKAqwRdObkjcxpU	2020-11-05
NULL	ACTION_U_02_002_006	NULL	44444444440	2020-11-05
NULL	ACTION_U_02_002_006	NULL	oS6w50qbO1gKrr8KRPQChCREe1uo	2020-11-05
NULL	ACTION_U_02_002_006	NULL	ooLHq0-66OrzIBvnl0JRtmx4aHNw	2020-11-05
NULL	ACTION_U_02_002_006	NULL	ooLHq040vqyNRGRI7V_jhyk2tl8E	2020-11-05
NULL	ACTION_U_02_002_006	NULL	ooLHq08n4yDclkHFzRIUKbTOFY7w	2020-11-05
NULL	ACTION_U_02_002_006	NULL	ooLHq09ROGH6WBfR6RjUC37bJ2kM	2020-11-05
NULL	ACTION_U_02_002_006	NULL	ooLHq09yXQ37vhMd77t8zF3aJn84	2020-11-05
NULL	ACTION_U_02_002_006	NULL	ooLHq0znNFY5dHmvrSUNFIH6jUB8	2020-11-05
NULL	ACTION_U_02_002_007	NULL	oS6w50qcsFr5B7svorG23HVdZzTY	2020-11-05
NULL	ACTION_U_02_002_007	NULL	ooLHq0-9LNJD_pGSPtiu2Ky2dwiQ	2020-11-05
NULL	ACTION_U_02_002_007	NULL	ooLHq0-Zj9Wrq41WaMGhZgtXoHvY	2020-11-05
NULL	ACTION_U_02_002_007	NULL	ooLHq002eZU6dJ5azlnjVAWnfJpI	2020-11-05
NULL	ACTION_U_02_002_007	NULL	ooLHq01jdZQ0gD_lDV9Fg0Ho8mOs	2020-11-05
NULL	ACTION_U_02_002_007	NULL	ooLHq04SBLNjCAw3ryEAV_B-uoKA	2020-11-05
NULL	ACTION_U_02_002_007	NULL	ooLHq05qV5EBpa_TELBcRyy59v3E	2020-11-05
NULL	ACTION_U_02_002_007	NULL	ooLHq05vINdoiMvUHCY2FND2xI8g	2020-11-05
NULL	ACTION_U_02_002_007	NULL	ooLHq068O8eQvwP_-1I8ddrJxHvM	2020-11-05
NULL	ACTION_U_02_002_007	NULL	ooLHq06NW8-7-8BSGOpr_4yydVvk	2020-11-05
NULL	ACTION_U_02_002_007	NULL	ooLHq077jm7ZA989o44_owKawpFs	2020-11-05
NULL	ACTION_U_02_002_007	NULL	ooLHq0811RBi8aJzCKKA7IUqqsbk	2020-11-05
NULL	ACTION_U_02_002_007	NULL	ooLHq0_1-s0RcmnrTzHHVP8-AKPQ	2020-11-05
NULL	ACTION_U_02_002_007	NULL	ooLHq0_bd6rZf4Bj5iIsd4n0j3lo	2020-11-05
NULL	ACTION_U_02_002_007	NULL	ooLHq0_kYyft2CHqwOzyKG9V7Jp0	2020-11-05
NULL	ACTION_U_02_002_007	NULL	ooLHq0x2OUouF6Lsp2QgG92herno	2020-11-05
NULL	ACTION_U_02_002_007	NULL	ooLHq0xJ521g4WMC28LjVaA0gPZs	2020-11-05
NULL	ACTION_U_02_002_007	NULL	ooLHq0zqhcaVpGaYlFSve9oH3rnU	2020-11-05
ACTION_U_02_002_007_oS6w50jFY1fqOPZcJKspxCJK9_hg_oz07c4vVUvRz2lCPjD9THrnJyQWM	ACTION_U_02_002_007	oS6w50jFY1fqOPZcJKspxCJK9_hg	oz07c4vVUvRz2lCPjD9THrnJyQWM	2020-11-05
ACTION_U_02_002_007_oS6w50jxbnyZf-giSj24iqNzWMSI_oAw_60sT5EmmV_XLT5t8yWuBzTd8	ACTION_U_02_002_007	oS6w50jxbnyZf-giSj24iqNzWMSI	oAw_60sT5EmmV_XLT5t8yWuBzTd8	2020-11-05
ACTION_U_02_002_007_oS6w50jxbnyZf-giSj24iqNzWMSI_oz07c4ggyuMkD1_e9cWdHUCV6DGk	ACTION_U_02_002_007	oS6w50jxbnyZf-giSj24iqNzWMSI	oz07c4ggyuMkD1_e9cWdHUCV6DGk	2020-11-05
ATTRITUBE_U_01_001_001_F9441DCDC918495F9BAF48583ABFF901_okVx7uC3lJDQibm2fm0x0C9AFtOs	ATTRITUBE_U_01_001_001	F9441DCDC918495F9BAF48583ABFF901	okVx7uC3lJDQibm2fm0x0C9AFtOs	2020-11-05
ATTRITUBE_U_01_001_001_o4Q1a1jLGpqvgY5Y5MUQhayZ9rJg_okVx7uC3lJDQibm2fm0x0C9AFtOs	ATTRITUBE_U_01_001_001	o4Q1a1jLGpqvgY5Y5MUQhayZ9rJg	okVx7uC3lJDQibm2fm0x0C9AFtOs	2020-11-05
ATTRITUBE_U_01_001_001_o4Q1a1pV3fbBwYhil_c2rXYQpI9E_oEZeG1bDgGKs150kasX5ibfTe82g	ATTRITUBE_U_01_001_001	o4Q1a1pV3fbBwYhil_c2rXYQpI9E	oEZeG1bDgGKs150kasX5ibfTe82g	2020-11-05
ATTRITUBE_U_01_001_001_o4Q1a1viTVydLLP4z4nlvsQ895DQ_okVx7uFfQZ0YpAiUR3yIGPo-_Y30	ATTRITUBE_U_01_001_001	o4Q1a1viTVydLLP4z4nlvsQ895DQ	okVx7uFfQZ0YpAiUR3yIGPo-_Y30	2020-11-05
NULL	ATTRITUBE_U_01_001_001	oS6w50h05zgQSFgV5WG23Sk3mYeA	NULL	2020-11-05
ATTRITUBE_U_01_001_001_oS6w50iQkKlcz5e0IEQkDsurEiE8_oz07c4sQMq9kScaFflcVkXuUjzD4	ATTRITUBE_U_01_001_001	oS6w50iQkKlcz5e0IEQkDsurEiE8	oz07c4sQMq9kScaFflcVkXuUjzD4	2020-11-05
NULL	ATTRITUBE_U_01_001_001	oS6w50jjTDXswqERKKjEmXjmXqWI	NULL	2020-11-05
ATTRITUBE_U_01_001_001_oS6w50noAULt40B9kCUtKy4NWxWE_oz07c4n_g8_1rGKlAVVXr67lOmBg	ATTRITUBE_U_01_001_001	oS6w50noAULt40B9kCUtKy4NWxWE	oz07c4n_g8_1rGKlAVVXr67lOmBg	2020-11-05
NULL	ATTRITUBE_U_01_001_001	oS6w50p276O2EJbx9sz08YXxn-Z8	NULL	2020-11-05
ATTRITUBE_U_01_001_001_oS6w50tMfJMyUBG4ETtrqQ7hUFsY_oz07c4s9gQ4B5foK4xn8jUnOueAw	ATTRITUBE_U_01_001_001	oS6w50tMfJMyUBG4ETtrqQ7hUFsY	oz07c4s9gQ4B5foK4xn8jUnOueAw	2020-11-05
ATTRITUBE_U_01_001_001_oS6w50ugD5ib-45aTkxwSEzAyR7U_oz07c4sJLrRlegvXtCaOLo0Ro6yk	ATTRITUBE_U_01_001_001	oS6w50ugD5ib-45aTkxwSEzAyR7U	oz07c4sJLrRlegvXtCaOLo0Ro6yk	2020-11-05
ATTRITUBE_U_01_001_002_o4Q1a1px-dO9TkGwvJeQKP9haj1o_oOS9XwEueZMDhwkJ2EtpCriVU64U	ATTRITUBE_U_01_001_002	o4Q1a1px-dO9TkGwvJeQKP9haj1o	oOS9XwEueZMDhwkJ2EtpCriVU64U	2020-11-05
ATTRITUBE_U_01_001_002_o4Q1a1tFFnZpDps_W6sxjjMaV77U_okVx7uBqPnnEP3RGTR0lrfNC24Gc	ATTRITUBE_U_01_001_002	o4Q1a1tFFnZpDps_W6sxjjMaV77U	okVx7uBqPnnEP3RGTR0lrfNC24Gc	2020-11-05
ATTRITUBE_U_01_001_002_oS6w50hlDeQniNBYRmR0q2EjKCG0_oz07c4lqQ_sHxtfdOh8J5_BogVKU	ATTRITUBE_U_01_001_002	oS6w50hlDeQniNBYRmR0q2EjKCG0	oz07c4lqQ_sHxtfdOh8J5_BogVKU	2020-11-05
NULL	ATTRITUBE_U_01_001_002	oS6w50jWUJKwkFlsbBwy236EUh5M	NULL	2020-11-05
ATTRITUBE_U_01_001_002_oS6w50ufx8o45Kv0_Um87BHWfuic_oz07c4oBq2c6az8BdvLrqHRG4dIQ	ATTRITUBE_U_01_001_002	oS6w50ufx8o45Kv0_Um87BHWfuic	oz07c4oBq2c6az8BdvLrqHRG4dIQ	2020-11-05
ATTRITUBE_U_01_001_002_oS6w50uh4Dh4gsAgGMOwMtQILWJY_oz07c4nEQs59BJjN-Ix6nFEsW8qc	ATTRITUBE_U_01_001_002	oS6w50uh4Dh4gsAgGMOwMtQILWJY	oz07c4nEQs59BJjN-Ix6nFEsW8qc	2020-11-05
ATTRITUBE_U_01_001_002_oS6w50vs-Qt8VkHVn7_0X34TmGHA_oz07c4sinCoUcZ9BJJoEk-nYwJd8	ATTRITUBE_U_01_001_002	oS6w50vs-Qt8VkHVn7_0X34TmGHA	oz07c4sinCoUcZ9BJJoEk-nYwJd8	2020-11-05
ATTRITUBE_U_01_006_002_o4Q1a1lt5cAdb2zIOrZBmNT1z4Bo_o4Q1a1lt5cAdb2zIOrZBmNT1z4Bo	ATTRITUBE_U_01_006_002	o4Q1a1lt5cAdb2zIOrZBmNT1z4Bo	o4Q1a1lt5cAdb2zIOrZBmNT1z4Bo	2020-11-05
ATTRITUBE_U_01_006_002_o4Q1a1lt5cAdb2zIOrZBmNT1z4Bo_okVx7uBli2r01xUS0Y7AwNMVJSTY	ATTRITUBE_U_01_006_002	o4Q1a1lt5cAdb2zIOrZBmNT1z4Bo	okVx7uBli2r01xUS0Y7AwNMVJSTY	2020-11-05
NULL	ATTRITUBE_U_01_006_003	oS6w50jknd2MaeHdGNmuK3COQngU	NULL	2020-11-05
ATTRITUBE_U_04_001_033_oS6w50jUAncPj9MiURzBBPpRmp7A_oAw_60vhHXfpcC3cfUI-t_pwPIcw	ATTRITUBE_U_04_001_033	oS6w50jUAncPj9MiURzBBPpRmp7A	oAw_60vhHXfpcC3cfUI-t_pwPIcw	2020-11-05
ATTRITUBE_U_04_001_033_oS6w50u0_7swKup3eDWd4ViXtX4U_oAw_60kztYd9tI2qh6T_sSyNkjLk	ATTRITUBE_U_04_001_033	oS6w50u0_7swKup3eDWd4ViXtX4U	oAw_60kztYd9tI2qh6T_sSyNkjLk	2020-11-05
NULL	ATTRITUBE_U_05_001_002	NULL	oAw_60tNWnqin4d_N_gD5M4GtAIg	2020-11-05
ATTRITUBE_U_05_001_003_oS6w50vs-Qt8VkHVn7_0X34TmGHA_oAw_60nqY8EiWuvDZ3-_7T-4MC_s	ATTRITUBE_U_05_001_003	oS6w50vs-Qt8VkHVn7_0X34TmGHA	oAw_60nqY8EiWuvDZ3-_7T-4MC_s	2020-11-05
ATTRITUBE_U_05_001_011_oS6w50hlDeQniNBYRmR0q2EjKCG0_oz07c4lqQ_sHxtfdOh8J5_BogVKU	ATTRITUBE_U_05_001_011	oS6w50hlDeQniNBYRmR0q2EjKCG0	oz07c4lqQ_sHxtfdOh8J5_BogVKU	2020-11-05
ATTRITUBE_U_05_001_014_oS6w50qbO1gKrr8KRPQChCREe1uo_oAw_60mZVlSA-pGG-qJKiGN36KKQ	ATTRITUBE_U_05_001_014	oS6w50qbO1gKrr8KRPQChCREe1uo	oAw_60mZVlSA-pGG-qJKiGN36KKQ	2020-11-05
ATTRITUBE_U_05_001_017_oS6w50qbO1gKrr8KRPQChCREe1uo_oAw_60mZVlSA-pGG-qJKiGN36KKQ	ATTRITUBE_U_05_001_017	oS6w50qbO1gKrr8KRPQChCREe1uo	oAw_60mZVlSA-pGG-qJKiGN36KKQ	2020-11-05
ATTRITUBE_U_05_001_018__oAw_60kLju-efPkwPQH-9RGSTJGI	ATTRITUBE_U_05_001_018		oAw_60kLju-efPkwPQH-9RGSTJGI	2020-11-05
ATTRITUBE_U_05_001_018_oS6w50lo77KNWcSgNEGoLPu8_puI_oAw_60qJzyxYXzYnEkhDZQbrt4mc	ATTRITUBE_U_05_001_018	oS6w50lo77KNWcSgNEGoLPu8_puI	oAw_60qJzyxYXzYnEkhDZQbrt4mc	2020-11-05
ATTRITUBE_U_05_001_018_oS6w50vs-Qt8VkHVn7_0X34TmGHA_oAw_60nqY8EiWuvDZ3-_7T-4MC_s	ATTRITUBE_U_05_001_018	oS6w50vs-Qt8VkHVn7_0X34TmGHA	oAw_60nqY8EiWuvDZ3-_7T-4MC_s	2020-11-05
ATTRITUBE_U_05_001_039_oS6w50jUAncPj9MiURzBBPpRmp7A_oAw_60vhHXfpcC3cfUI-t_pwPIcw	ATTRITUBE_U_05_001_039	oS6w50jUAncPj9MiURzBBPpRmp7A	oAw_60vhHXfpcC3cfUI-t_pwPIcw	2020-11-05
ATTRITUBE_U_05_001_039_oS6w50u0_7swKup3eDWd4ViXtX4U_oAw_60kztYd9tI2qh6T_sSyNkjLk	ATTRITUBE_U_05_001_039	oS6w50u0_7swKup3eDWd4ViXtX4U	oAw_60kztYd9tI2qh6T_sSyNkjLk	2020-11-05
NULL	ATTRITUBE_U_05_001_051	oS6w50hflqHspjzarqLNExzNDyUw	NULL	2020-11-05
ATTRITUBE_U_05_001_051_oS6w50orIWzibYZzWElDbYbJ1zVI_oz07c4oMCy-L8Ntl8qs9AeAhK7JE	ATTRITUBE_U_05_001_051	oS6w50orIWzibYZzWElDbYbJ1zVI	oz07c4oMCy-L8Ntl8qs9AeAhK7JE	2020-11-05
ATTRITUBE_U_05_001_051_oS6w50p276O2EJbx9sz08YXxn-Z8_oz07c4mT3LGVB_ywI8gb-hBE8rHo	ATTRITUBE_U_05_001_051	oS6w50p276O2EJbx9sz08YXxn-Z8	oz07c4mT3LGVB_ywI8gb-hBE8rHo	2020-11-05
NULL	ATTRITUBE_U_05_001_069	NULL	oAw_60hNrXFO4fe35T-cDHgx5eo8	2020-11-05
NULL	ATTRITUBE_U_05_001_069	NULL	oAw_60iOI3Yg0hYIHUlJDXdKeKxE	2020-11-05
NULL	ATTRITUBE_U_05_001_069	NULL	oAw_60p466ZMDTWzK5_OJaq4nv7M	2020-11-05
NULL	ATTRITUBE_U_05_001_069	NULL	oAw_60uqFs7rnqXnuUzki_eKAcIw	2020-11-05
NULL	ATTRITUBE_U_05_001_069	oS6w50hflqHspjzarqLNExzNDyUw	NULL	2020-11-05
ATTRITUBE_U_05_001_069_oS6w50jUAncPj9MiURzBBPpRmp7A_oAw_60vhHXfpcC3cfUI-t_pwPIcw	ATTRITUBE_U_05_001_069	oS6w50jUAncPj9MiURzBBPpRmp7A	oAw_60vhHXfpcC3cfUI-t_pwPIcw	2020-11-05
ATTRITUBE_U_05_001_069_oS6w50k6F0x7AJpohvkfK0GAz5og_oAw_60n-giv8dI9wK_LMD-pTwDyY	ATTRITUBE_U_05_001_069	oS6w50k6F0x7AJpohvkfK0GAz5og	oAw_60n-giv8dI9wK_LMD-pTwDyY	2020-11-05
ATTRITUBE_U_05_001_069_oS6w50lo77KNWcSgNEGoLPu8_puI_oAw_60qJzyxYXzYnEkhDZQbrt4mc	ATTRITUBE_U_05_001_069	oS6w50lo77KNWcSgNEGoLPu8_puI	oAw_60qJzyxYXzYnEkhDZQbrt4mc	2020-11-05
ATTRITUBE_U_05_001_069_oS6w50o00zMd-ZzCgqt5_E4aohTk_oAw_60ri5JDTypL8h1ScDvCPLWSk	ATTRITUBE_U_05_001_069	oS6w50o00zMd-ZzCgqt5_E4aohTk	oAw_60ri5JDTypL8h1ScDvCPLWSk	2020-11-05
ATTRITUBE_U_05_001_069_oS6w50orIWzibYZzWElDbYbJ1zVI_oz07c4oMCy-L8Ntl8qs9AeAhK7JE	ATTRITUBE_U_05_001_069	oS6w50orIWzibYZzWElDbYbJ1zVI	oz07c4oMCy-L8Ntl8qs9AeAhK7JE	2020-11-05
ATTRITUBE_U_05_001_069_oS6w50p276O2EJbx9sz08YXxn-Z8_oz07c4mT3LGVB_ywI8gb-hBE8rHo	ATTRITUBE_U_05_001_069	oS6w50p276O2EJbx9sz08YXxn-Z8	oz07c4mT3LGVB_ywI8gb-hBE8rHo	2020-11-05
ATTRITUBE_U_05_001_069_oS6w50u0_7swKup3eDWd4ViXtX4U_oAw_60kztYd9tI2qh6T_sSyNkjLk	ATTRITUBE_U_05_001_069	oS6w50u0_7swKup3eDWd4ViXtX4U	oAw_60kztYd9tI2qh6T_sSyNkjLk	2020-11-05
ATTRITUBE_U_05_001_069_oS6w50vs-Qt8VkHVn7_0X34TmGHA_oAw_60nqY8EiWuvDZ3-_7T-4MC_s	ATTRITUBE_U_05_001_069	oS6w50vs-Qt8VkHVn7_0X34TmGHA	oAw_60nqY8EiWuvDZ3-_7T-4MC_s	2020-11-05
ATTRITUBE_U_05_001_071_oS6w50k6F0x7AJpohvkfK0GAz5og_oz07c4vEegI4xQQTNhiI_sDYeShI	ATTRITUBE_U_05_001_071	oS6w50k6F0x7AJpohvkfK0GAz5og	oz07c4vEegI4xQQTNhiI_sDYeShI	2020-11-05
ATTRITUBE_U_05_001_093_oS6w50vs-Qt8VkHVn7_0X34TmGHA_oAw_60nqY8EiWuvDZ3-_7T-4MC_s	ATTRITUBE_U_05_001_093	oS6w50vs-Qt8VkHVn7_0X34TmGHA	oAw_60nqY8EiWuvDZ3-_7T-4MC_s	2020-11-05
ATTRITUBE_U_05_001_095_oS6w50qbO1gKrr8KRPQChCREe1uo_oAw_60mZVlSA-pGG-qJKiGN36KKQ	ATTRITUBE_U_05_001_095	oS6w50qbO1gKrr8KRPQChCREe1uo	oAw_60mZVlSA-pGG-qJKiGN36KKQ	2020-11-05
NULL	CONSUME_U_01_002_002	NULL	oAw_60tNWnqin4d_N_gD5M4GtAIg	2020-11-05
NULL	CONSUME_U_02_001_002	oS6w50p276O2EJbx9sz08YXxn-Z8	NULL	2020-11-05
CONSUME_U_02_001_003_oS6w50hlDeQniNBYRmR0q2EjKCG0_oz07c4lqQ_sHxtfdOh8J5_BogVKU	CONSUME_U_02_001_003	oS6w50hlDeQniNBYRmR0q2EjKCG0	oz07c4lqQ_sHxtfdOh8J5_BogVKU	2020-11-05
NULL	CONSUME_U_02_002_002	NULL	oAw_60tNWnqin4d_N_gD5M4GtAIg	2020-11-05
NULL	CONSUME_U_02_002_002	oS6w50hflqHspjzarqLNExzNDyUw	NULL	2020-11-05
CONSUME_U_02_002_002_oS6w50orIWzibYZzWElDbYbJ1zVI_oz07c4oMCy-L8Ntl8qs9AeAhK7JE	CONSUME_U_02_002_002	oS6w50orIWzibYZzWElDbYbJ1zVI	oz07c4oMCy-L8Ntl8qs9AeAhK7JE	2020-11-05
CONSUME_U_02_002_002_oS6w50p276O2EJbx9sz08YXxn-Z8_oz07c4mT3LGVB_ywI8gb-hBE8rHo	CONSUME_U_02_002_002	oS6w50p276O2EJbx9sz08YXxn-Z8	oz07c4mT3LGVB_ywI8gb-hBE8rHo	2020-11-05
CONSUME_U_02_004_001_oS6w50qcsFr5B7svorG23HVdZzTY_oz07c4pPdACzZ2MOqbuccplbiej4	CONSUME_U_02_004_001	oS6w50qcsFr5B7svorG23HVdZzTY	oz07c4pPdACzZ2MOqbuccplbiej4	2020-11-05
NULL	CONSUME_U_03_001_002	oS6w50p276O2EJbx9sz08YXxn-Z8	NULL	2020-11-05
CONSUME_U_03_001_003_oS6w50hlDeQniNBYRmR0q2EjKCG0_oz07c4lqQ_sHxtfdOh8J5_BogVKU	CONSUME_U_03_001_003	oS6w50hlDeQniNBYRmR0q2EjKCG0	oz07c4lqQ_sHxtfdOh8J5_BogVKU	2020-11-05
NULL	CONSUME_U_03_002_002	oS6w50hflqHspjzarqLNExzNDyUw	NULL	2020-11-05
